Name,GUID,UUID,Description
ACT3_LOW_OSKARSBELOVED_THROWABLEITEM,71409555-b8c7-4b30-91fa-74093d68139e,71409555-b8c7-4b30-fa91-0974683d9e13,
ACT3_LOW_SAREVOK,94378bca-62f8-4fa4-a558-5d8d43f2740f,94378bca-62f8-4fa4-58a5-8d5df2430f74,
ACT3_LOW_SORCEROUSSUNDRIES_NIGHTSONGNOTICE,defa680c-03b5-402f-93a9-bc646fc65413,defa680c-03b5-402f-a993-64bcc66f1354,
ACT3_LOW_SORCEROUSSUNDRIES_TOLNA,6969134c-9c7b-4527-8bb6-43b78600667f,6969134c-9c7b-4527-b68b-b74300867f66,
ACT3_LOW_SORCEROUSSUNDRIES_VENDOR,9f66044c-876d-48cb-94c4-5b8c7a5f5d9e,9f66044c-876d-48cb-c494-8c5b5f7a9e5d,
ACT3_LOW_STEELWATCHFOUNDRY_CINEHIDE,9f00b763-df79-49fb-9915-9fd7aa1117cc,9f00b763-df79-49fb-1599-d79f11aacc17,
ACT3_LOW_TRESSYMTRADE_MAGICITEM,983087c8-c9d3-4a87-bc69-65f9329666c8,983087c8-c9d3-4a87-69bc-f9659632c866,
ACT3_LOW_UMBERLEECULTIST,756d8d63-645d-4561-84c7-7716eadf2217,756d8d63-645d-4561-c784-1677dfea1722,
ACT3_LOW_VICONIA,f7ce8204-7043-425f-8746-a7162e49786e,f7ce8204-7043-425f-4687-16a7492e6e78,
ACT3_STEELWATCHFOUNDRY_DETONATOR_HOLDER,31ab6af3-94de-418f-9921-197d1d8b2f44,31ab6af3-94de-418f-2199-7d198b1d442f,
ACT3_VOSS,835818c1-8cf2-4d0a-85cc-6822f2b27bcf,835818c1-8cf2-4d0a-cc85-2268b2f2cf7b,
ACT3_WYR_CHESS_PLAYERSIDE,443d1f4b-26f4-4fd6-a3b4-7d1d95046231,443d1f4b-26f4-4fd6-b4a3-1d7d04953162,
ACT3_WYR_CHESS_VALIDPOS1,2826afb6-6acc-431b-bf08-614cb1fd8906,2826afb6-6acc-431b-08bf-4c61fdb10689,Valid position for figure 1 of the Wyrm's Way chess pieces.
ACT3_WYR_CHESS_VALIDPOS10,3095740b-af8b-4c81-9372-32c331dbdd65,3095740b-af8b-4c81-7293-c332db3165dd,Valid position for figure 10 of the Wyrm's Way chess pieces.
ACT3_WYR_CHESS_VALIDPOS11,8e0860d4-f88d-4312-ba34-0619db70663f,8e0860d4-f88d-4312-34ba-190670db3f66,Valid position for figure 11 of the Wyrm's Way chess pieces.
ACT3_WYR_CHESS_VALIDPOS12,35886142-5e0c-4ac0-ad99-04a29546d9c9,35886142-5e0c-4ac0-99ad-a2044695c9d9,Valid position for figure 12 of the Wyrm's Way chess pieces.
ACT3_WYR_CHESS_VALIDPOS13,c3a239d5-8b3b-41bf-b5e5-06c4c8df3ebd,c3a239d5-8b3b-41bf-e5b5-c406dfc8bd3e,Valid position for figure 13 of the Wyrm's Way chess pieces.
ACT3_WYR_CHESS_VALIDPOS14,308bb08a-8ef1-4285-a8c6-9cec22aa878b,308bb08a-8ef1-4285-c6a8-ec9caa228b87,
ACT3_WYR_CHESS_VALIDPOS15,5a919708-f6a8-4aa0-a7ca-17858989ef37,5a919708-f6a8-4aa0-caa7-8517898937ef,
ACT3_WYR_CHESS_VALIDPOS16,ef67c85c-7861-4e35-bd03-4e95d14f49e0,ef67c85c-7861-4e35-03bd-954e4fd1e049,
ACT3_WYR_CHESS_VALIDPOS17,1bc7f496-38b3-4986-a9a7-b52f5c91979a,1bc7f496-38b3-4986-a7a9-2fb5915c9a97,
ACT3_WYR_CHESS_VALIDPOS18,9696d26c-f268-4b2f-b68f-a628fe598277,9696d26c-f268-4b2f-8fb6-28a659fe7782,
ACT3_WYR_CHESS_VALIDPOS19,b10d148e-4b6b-4129-8276-f3f0eacfbccb,b10d148e-4b6b-4129-7682-f0f3cfeacbbc,
ACT3_WYR_CHESS_VALIDPOS2,cb1aa16e-f82b-4c31-bb1d-3e4354f8178c,cb1aa16e-f82b-4c31-1dbb-433ef8548c17,Valid position for figure 2 of the Wyrm's Way chess pieces.
ACT3_WYR_CHESS_VALIDPOS3,4dba2eaa-fc50-43f9-8fca-a1083c525667,4dba2eaa-fc50-43f9-ca8f-08a1523c6756,Valid position for figure 3 of the Wyrm's Way chess pieces.
ACT3_WYR_CHESS_VALIDPOS4,2a1ab916-179f-47e6-b9ae-0cb4cb4393f3,2a1ab916-179f-47e6-aeb9-b40c43cbf393,Valid position for figure 4 of the Wyrm's Way chess pieces.
ACT3_WYR_CHESS_VALIDPOS5,f39e97bf-131d-47df-b0ea-b77781814a59,f39e97bf-131d-47df-eab0-77b78181594a,Valid position for figure 5 of the Wyrm's Way chess pieces.
ACT3_WYR_CHESS_VALIDPOS6,711bfaaa-b7f1-4e88-b25c-21c262e39791,711bfaaa-b7f1-4e88-5cb2-c221e3629197,Valid position for figure 6 of the Wyrm's Way chess pieces.
ACT3_WYR_CHESS_VALIDPOS7,e42ee9ed-00c7-4b5f-ba2d-5c74d4d8d835,e42ee9ed-00c7-4b5f-2dba-745cd8d435d8,Valid position for figure 7 of the Wyrm's Way chess pieces.
ACT3_WYR_CHESS_VALIDPOS8,27a40a92-7e08-475f-9966-ca35b7d95eb9,27a40a92-7e08-475f-6699-35cad9b7b95e,Valid position for figure 8 of the Wyrm's Way chess pieces.
ACT3_WYR_CHESS_VALIDPOS9,c56a58c6-f041-4190-abc1-dbda5f5cd2e2,c56a58c6-f041-4190-c1ab-dadb5c5fe2d2,Valid position for figure 9 of the Wyrm's Way chess pieces.
ACT3_WYR_CIRCUS_BEASTCAGE,c2e9f87c-ec66-4519-bbf6-fb8ce249e6dc,c2e9f87c-ec66-4519-f6bb-8cfb49e2dce6,Is set on a locked cage where circus beast is held.
ACT3_WYR_CIRCUS_CAGEOPENER,f3acc92a-eb22-4076-940b-e52988d0dbdf,f3acc92a-eb22-4076-0b94-29e5d088dfdb,Is set on a character who can open the beast cages.
ACT3_WYR_CIRCUS_DUMMYCONTAINER,5bb43a05-d32a-41b5-94d8-bcaaee608178,5bb43a05-d32a-41b5-d894-aabc60ee7881,
ACT3_WYR_CIRCUS_MERCHANT,0f027f0f-39ae-410e-96e7-a387771e02e6,0f027f0f-39ae-410e-e796-87a31e77e602,Tag to use for the kobold merchant for the crime reactions.
ACT3_WYR_CIRCUS_THIEFGLOVES,3777b973-c1d2-45db-9c3b-f055cfc4dc6f,3777b973-c1d2-45db-3b9c-55f0c4cf6fdc,
ACT3_WYR_DAPPERDROW,08b29047-12b0-4390-8ed2-caabcd937e78,08b29047-12b0-4390-d28e-abca93cd787e,
ACT3_WYR_GORTASH,ece30580-7788-4488-955d-7ee0a32322ed,ece30580-7788-4488-5d95-e07e23a3ed22,
ACT3_WYR_POSTHOUSE_CLEANINGCAGES,3f1841b9-a03a-4127-819b-ec652de79102,3f1841b9-a03a-4127-9b81-65ece72d0291,
ACT3_WYR_POSTHOUSE_TRESSYM,67d39477-dcab-42bd-956d-cdaedb12c4c4,67d39477-dcab-42bd-6d95-aecd12dbc4c4,
ACT3_WYR_REFUGEECAMP_BIGBARNCAPTAIN,79fbc518-fb56-49a1-b93f-61928f4d802d,79fbc518-fb56-49a1-3fb9-92614d8f2d80,Tag for the Flaming Fist captain% standing near the Big Barn in Refugee Camp.
ACT3_WYR_SENTIENTAMULET_POSSESSED,db31e8b2-fcf1-4b66-9184-1a6cde92d9ce,db31e8b2-fcf1-4b66-8491-6c1a92deced9,
ACT3_WYR_WINDMILLMINDFLAYER_HASEATENBRAIN,dacd9d7a-4b49-4c0b-8d91-5ebef8959ad4,dacd9d7a-4b49-4c0b-918d-be5e95f8d49a,
ACT3_WYR_WYRMROCK_FLAMINGFISTOFFICEMAINGUARD,e5241030-09fd-4df3-8858-df22121e86a4,e5241030-09fd-4df3-5888-22df1e12a486,
ACT3_WYR_WYRMROCK_FLAMINGFISTTHIEF,185eb8d6-c3d8-449c-90d8-842a6fbfb70a,185eb8d6-c3d8-449c-d890-2a84bf6f0ab7,Tag for the Flaming Fist Thief% needed for a custom trespassing crime
ACT3_WYR_WYRMROCK_PRISONGUARD,c6866623-dd02-446b-85dc-f25c96230b71,c6866623-dd02-446b-dc85-5cf22396710b,
ACT3_WYR_WYRMROCK_SECRETARY,b43a8aa0-467f-42f0-9e3b-bfdb19554310,b43a8aa0-467f-42f0-3b9e-dbbf55191043,Tag for the Ravengard's Secretary% needed for a custom trespassing crime
ACT3C_END_GHOST_AVATAR,8b70b692-f2a1-4115-bf81-de93fe62e0f1,8b70b692-f2a1-4115-81bf-93de62fef1e0,Origin Avatar character is dead but playable as a ghost.
AGGRESSIVE_GUARD,9753e2e5-34be-48d5-bf05-c6ae9a616f3b,9753e2e5-34be-48d5-05bf-aec6619a3b6f,Used in Generics: arrests people like GUARD% but more aggressive dialogs (like NOT_MESSING_AROUND). Should alsowork for goblins and generally low INT NPCs.
AGGRESSIVEBEAST,1ed04fb5-e654-4dbf-893c-a795952e77e1,1ed04fb5-e654-4dbf-3c89-95a72e95e177,Generic Behaviours Beast that attacks you if you attack it
AI_AVOID_TARGET,3eebe42c-39ec-4165-9e70-b6811ab7b313,3eebe42c-39ec-4165-709e-81b6b71a13b3,AI helper tag used in spell conditions to improve targetting for AI.
AI_BLOCKOFFHANDATTACK,20a2809a-36a7-4b02-baa2-3a022767d7cb,20a2809a-36a7-4b02-a2ba-023a6727cbd7,A combat tag for the AI to be unable to use offhand attacks.
AI_BLOCKWEAPONACTIONS,53c3304c-032d-4c49-86df-00b3b03a6b13,53c3304c-032d-4c49-df86-b3003ab0136b,Assign to characters or roots who should not use weapon actions spells (slash% rush% pin down etc)
AI_HINT_CALLFORHELP,527e1935-b73d-41e1-97e8-4b90e45b00a1,527e1935-b73d-41e1-e897-904b5be4a100,|AI hint specifically for enemeis who use the Call For Help spell|
AI_HINT_CASTER,45a231e4-e94f-4b0e-a941-2daf1adf44b5,45a231e4-e94f-4b0e-41a9-af2ddf1ab544,AI Hint tag for Trigger% used for range spell casters
AI_HINT_RANGER,3cae4ff5-e9c0-485b-b695-f8830961a781,3cae4ff5-e9c0-485b-95b6-83f8610981a7,Ai hint trigger for Rangers
AI_HINT_SUMMONER,0353b9e8-b2a1-45b9-8eec-3d59ef6c0514,0353b9e8-b2a1-45b9-ec8e-593d6cef1405,Ai hint trig% used for summon skills
AI_HINT_TACRETREAT,85f430aa-2b76-408a-9390-051d55ed12a5,85f430aa-2b76-408a-9093-1d05ed55a512,Ai hint tag for trigger
AI_HINT_TELEPORT,32049276-fd31-469a-a1d2-f37db9482be7,32049276-fd31-469a-d2a1-7df348b9e72b,
AI_HINT_UNIQUE,1902723d-dd16-4e7a-87d6-7b07f63add79,1902723d-dd16-4e7a-d687-077b3af679dd,Ai hints for unique skills
AI_IGNORED_TARGET,ff6d7d1f-094f-432e-a117-fdc3a0ab7ac1,ff6d7d1f-094f-432e-17a1-c3fdaba0c17a,Tag characters that the Ai should completely ignore in the calculations.
AI_PREFERRED_TARGET,64bc9da1-9262-475a-a397-157600b7debd,64bc9da1-9262-475a-97a3-7615b700bdde,Tag characters that the Ai should prefer% such as the king in the Kill the King Arena game mode.
AI_RESURRECTABLE,379efa66-1428-4f46-a2e6-7dd59cd5d0bf,379efa66-1428-4f46-e6a2-d57dd59cbfd0,Tag used for filtering resurrect() spells used by AI
AI_THROWITEM,ef5d1184-dd1c-4988-bef9-ad19471aadba,ef5d1184-dd1c-4988-f9be-19ad1a47baad,Tag used for AI to find objects in their environment to use with the Throw spell.
AI_UNPREFERRED_TARGET,9787450d-f34d-43bd-be88-d2bac00bb8ee,9787450d-f34d-43bd-88be-bad20bc0eeb8,Tag characters that the Ai should prefer not to target
AI_USEITEM_A,f532d904-4e7c-469f-8e47-67a639cd1ae1,f532d904-4e7c-469f-478e-a667cd39e11a,Combat AI tag used for use objects
AI_USESPELL_A,33aa698c-aea0-43e2-bd16-582aa718fd3e,33aa698c-aea0-43e2-16bd-2a5818a73efd,Generic tag for AI spell use
AI_USESPELL_B,3297ed55-ccc1-473e-8475-ac4162a63fdd,3297ed55-ccc1-473e-7584-41aca662dd3f,Generic tag for AI spell use
AI_USESPELL_C,64d4bb52-dd35-4d61-a112-0bc9a5789597,64d4bb52-dd35-4d61-12a1-c90b78a59795,Generic tag for AI spell use
AI_USESPELL_D,2d17a512-3d41-4f88-8953-f9c4ad4722b2,2d17a512-3d41-4f88-5389-c4f947adb222,Generic tag for AI spell use
AI_USESPELL_E,72c898ce-e277-46ad-b6fe-2f030c57737f,72c898ce-e277-46ad-feb6-032f570c7f73,Generic tag for AI spell use
AI_USETORCH,2ec769ab-8dec-4865-b7d8-02960ed594b9,2ec769ab-8dec-4865-d8b7-9602d50eb994,Generic tag for the AI to use torches. Used only in specific situations.
ALCH_EXTRACT,85b58b89-c881-43c2-bbbe-7c8a0b3bf981,85b58b89-c881-43c2-bebb-8a7c3b0b81f9,
ALCH_EXTRACT_AIR,396d2447-7bea-4a24-9d67-759bef6ea30e,396d2447-7bea-4a24-679d-9b756eef0ea3,
ALCH_EXTRACT_EARTH,b1a48fd7-e57f-4ccc-a074-77a8c73ff9c9,b1a48fd7-e57f-4ccc-74a0-a8773fc7c9f9,
ALCH_EXTRACT_FEY,27a3d2ef-8d8b-4880-ae82-325b617ef627,27a3d2ef-8d8b-4880-82ae-5b327e6127f6,
ALCH_EXTRACT_FIRE,49eaebbf-cbc9-4ec7-a3ad-1ebaa61c69d6,49eaebbf-cbc9-4ec7-ada3-ba1e1ca6d669,
ALCH_EXTRACT_SHADOW,793792be-c22c-48db-a3aa-3003a7566c4b,793792be-c22c-48db-aaa3-033056a74b6c,
ALCH_EXTRACT_WATER,2abf1548-ab1a-43ce-85de-f7127465c879,2abf1548-ab1a-43ce-de85-12f7657479c8,
ALCH_INGREDIENT,64b824e7-50c5-475a-98c2-52026e372d77,64b824e7-50c5-475a-c298-0252376e772d,
ALCH_SOLUTION,4b9a13c2-5499-4dd5-b8ba-331a2e972d78,4b9a13c2-5499-4dd5-bab8-1a33972e782d,
ALCH_SOLUTION_COATING,9a42f996-decf-4fcc-ad11-2ba6abada287,9a42f996-decf-4fcc-11ad-a62badab87a2,
ALCH_SOLUTION_ELIXIR,71031c9c-eb3e-49b3-bf38-20ce078eff15,71031c9c-eb3e-49b3-38bf-ce208e0715ff,
ALCH_SOLUTION_GRENADE,f87b203d-75ad-4527-b717-137044bc2ea1,f87b203d-75ad-4527-17b7-7013bc44a12e,
ALCH_SOLUTION_POTION,8798a644-4720-4487-bc1a-6a4bf8f3a126,8798a644-4720-4487-1abc-4b6af3f826a1,
ALCOHOL,b8496c62-4ecb-45de-860c-ae3aab0ed7da,b8496c62-4ecb-45de-0c86-3aae0eabdad7,Tag to check whether drink is alcoholic or not
ALFIRA,c93d7c45-ff8f-4565-b4de-5b5eb48207bb,c93d7c45-ff8f-4565-deb4-5e5b82b4bb07,
ALIGN_EVIL,6d08632e-0300-4587-80b9-8e411b0efb3b,6d08632e-0300-4587-b980-418e0e1b3bfb,Tag used on God UUID objects to define their alignment. Don't change its name
ALIGN_GOOD,34064d50-38fe-44e4-aaed-129ac3b44933,34064d50-38fe-44e4-edaa-9a12b4c33349,Tag used on God UUID objects to define their alignment. Don't change its name
ALIGN_NEUTRAL,c1ff8a7f-c430-4671-bc4e-098f874ae302,c1ff8a7f-c430-4671-4ebc-8f094a8702e3,Tag used on God UUID objects to define their alignment. Don't change its name
ALLOW_PICKPOCKET_FOR_SUBRACE,8064838d-48cc-454e-bdcd-7a1f76f798c5,8064838d-48cc-454e-cdbd-1f7af776c598,
ALLOW_SPEAK_WITH_DEAD,cd5365fe-990a-4855-b203-503203d8dd9e,cd5365fe-990a-4855-03b2-3250d8039edd,|Allows SwD on entities normally wouldn't allow it.|
Ally,9addaf05-65e6-4a78-836e-92f668e42ca6,9addaf05-65e6-4a78-6e83-f692e468a62c,
ALWAYS_PERMANENTLY_HOSTILE_TO_ALL_PLAYERS,6115eeaa-0a4c-46b1-8a6d-2a83fbd65e07,6115eeaa-0a4c-46b1-6d8a-832ad6fb075e,
APOSTLE_OF_MYRKUL,7fb75b00-68b1-4217-874e-6ce1812d20e8,7fb75b00-68b1-4217-4e87-e16c2d81e820,
ARCHDRUID_KAGHA,e1850f47-8063-45b6-b6cf-1dd6ade7f840,e1850f47-8063-45b6-cfb6-d61de7ad40f8,A combat tag allowing character to exclusively target Kagha.
ARROW,fa8afea4-4742-4467-bdef-69851bd15878,fa8afea4-4742-4467-efbd-8569d11b7858,Special arrow% e.g. Arrow of Fire
ASMODEUSTIEFLING,c3fd1fc3-2edf-4d17-935d-44ab92406df1,c3fd1fc3-2edf-4d17-5d93-ab444092f16d,|Asmodeus Tiefling|
ASTARION,23a46e79-e73c-4043-940f-cb0aace9ab2e,23a46e79-e73c-4043-0f94-0acbe9ac2eab,| Astarion% Vampire Companion |
ASTARION_BITE_VICTIM,c912718b-b200-4305-80ef-4020de96356e,c912718b-b200-4305-ef80-204096de6e35,
ASTRAL_ZEALOT,a1103fcc-da28-40d0-872e-2c46899ae240,a1103fcc-da28-40d0-2e87-462c9a8940e2,
AUTOMATON,0f9099e9-a4d8-4b17-b2e5-e6f74eeb79b4,0f9099e9-a4d8-4b17-e5b2-f7e6eb4eb479,
AVATAR,306b9b05-1057-4770-aa17-01af21acd650,306b9b05-1057-4770-17aa-af01ac2150d6,
BADASSCIVILIAN,91f4b379-63a2-40e9-a509-7b9b2f90e4c8,91f4b379-63a2-40e9-09a5-9b7b902fc8e4,Generic Behaviours Civilian that have harsher reactions to crimes
BADGER,c00895b9-7d92-4848-af0b-477a231e00f5,c00895b9-7d92-4848-0baf-7a471e23f500,Species type for VFX
BAHAMUT,fdccfc34-47e9-45ff-8755-511f91cb0e97,fdccfc34-47e9-45ff-5587-1f51cb91970e,|Player or NPC chose Bahamut.|
BALDURIAN,f15e9b0d-676c-4f52-9abf-365cff89ef0f,f15e9b0d-676c-4f52-bf9a-5c3689ff0fef,For characters from Baldur's Gate. Used in Baldur's Gate 3
BALTHAZAR_NIGHSTONG_SKELETON,1ed53d67-c9d7-44aa-88dd-ab2b402154a0,1ed53d67-c9d7-44aa-dd88-2bab2140a054,Used for Balthazar's Reclaim Control spell
BANE,494bddcf-9325-4883-a937-817fbdf11161,494bddcf-9325-4883-37a9-7f81f1bd6111,|Player or NPC chose Bane.|
BANITE,5f831985-6974-4106-91a7-44ae08341943,5f831985-6974-4106-a791-ae4434084319,
BANITE_BLACKGAUNTLET,7132eb74-5836-42f4-ac50-bb26c0234fde,7132eb74-5836-42f4-50ac-26bb23c0de4f,
BARBARIAN,02913f9a-f696-40cf-acdf-32032afab32c,02913f9a-f696-40cf-dfac-0332fa2a2cb3,They call you a savage% an animal. They don't know what it's like to need to fight% tooth and claw% just to survive. You do. 
BARD,d93434bd-6b71-4789-b128-ee24156057cc,d93434bd-6b71-4789-28b1-24ee6015cc57,An inspiring magician whose power echoes the music of creation.
BEAR,298e9df0-bd3c-40f4-82ae-14adb77d7c2e,298e9df0-bd3c-40f4-ae82-ad147db72e7c,Species tag
BEAST,890b5a2a-e773-48df-b191-c887d87bec16,890b5a2a-e773-48df-91b1-87c87bd816ec,Type Tag for beast-type monsters (animals)
BEETLE,5b931643-e739-4caf-8c80-168304861df6,5b931643-e739-4caf-808c-83168604f61d,Species tag
BEHOLDER,b4ecfb1d-d8e6-4f2d-a003-0ed1f62b495b,b4ecfb1d-d8e6-4f2d-03a0-d10e2bf65b49,Monster tag
BERSERKER,ac3449f7-c09b-4bc0-8634-fcff97d49279,ac3449f7-c09b-4bc0-3486-fffcd4977992,A supplimentary Berserker tag for more primal lines.
BESTIAL,92aae5aa-4595-4f1c-96d2-9e2499d35c6f,92aae5aa-4595-4f1c-d296-249ed3996f5c,Race group (aarakocra% kenku% lizardfolk% tabaxi% tortle)
BHAAL,f5e62c47-fb93-449f-9057-cb1a3c003aff,f5e62c47-fb93-449f-5790-1acb003cff3a,|Player or NPC chose Bhaal.|
BIRD,bb9ccc7a-405c-4ba5-bcb4-32445b2dfd33,bb9ccc7a-405c-4ba5-b4bc-44322d5b33fd,Species tag
BLADE_OF_FRONTIERS,03423cd8-db56-4840-a01f-84c8c3b728a6,03423cd8-db56-4840-1fa0-c884b7c3a628,
BLINDSIGHT,a49c94ac-6903-408e-8b05-86371fd865c0,a49c94ac-6903-408e-058b-3786d81fc065,|Applied by the Bind Sight Passive. A monster with blindsight can perceive its surroundings without relying on sight% within a specific radius.|
BLOCK_BOSS_DISTURBANCES,04a90774-cd81-4173-8918-1c0f7dc8ec2a,04a90774-cd81-4173-1889-0f1cc87d2aec,
BLOCK_PICKPOCKET,fe2e65d3-a8de-45bf-a372-c339adec669e,fe2e65d3-a8de-45bf-72a3-39c3ecad9e66,|This character cannot be pickpocketed|
BLOCK_RESURRECTION,22a75dbb-1588-407e-b559-5aa4e6d4e6a6,22a75dbb-1588-407e-59b5-a45ad4e6a6e6,
BLOCK_SPEAK_WITH_DEAD,70f9d685-b791-4ea2-88e4-fc8fc48b4234,70f9d685-b791-4ea2-e488-8ffc8bc43442,
BLOCK_USE_FROM_CONSTELLATION,89a63758-d622-41cd-81f9-baceffc12618,89a63758-d622-41cd-f981-cebac1ff1826,
BLOOD_WAR_VETERAN,4ebf24e4-19f2-4634-a2ec-b0ce82199d6f,4ebf24e4-19f2-4634-eca2-ceb019826f9d,
BLUDGEONING,3cbf1ad9-ebb4-4b37-8075-945fbfb471b3,3cbf1ad9-ebb4-4b37-7580-5f94b4bfb371,
BOAR,aa120bba-b749-4b54-8457-62ceae41688c,aa120bba-b749-4b54-5784-ce6241ae8c68,Species tag
BODYTYPE_STRONG,d3116e58-c55a-4853-a700-bee996207397,d3116e58-c55a-4853-00a7-e9be20969773,
BONE,4ab2ef8c-8766-45bb-b3bb-cacc82865889,4ab2ef8c-8766-45bb-bbb3-ccca86828958,Used onBone items. For animals who eat bones (dogs)
BONE_CORPSE_PILE,677d225c-19ea-4de1-bd1d-ec8c2f2b8772,677d225c-19ea-4de1-1dbd-8cec2b2f7287,
BOO,b2d0061d-97df-4e3e-8017-921a6602a981,b2d0061d-97df-4e3e-1780-1a92026681a9,
BOOK,8a8e253a-c081-45a1-9fa2-91b6901dc568,8a8e253a-c081-45a1-a29f-b6911d9068c5,
BRANDED,310f7186-bb0b-4905-b8f6-dfc2fe62570a,310f7186-bb0b-4905-f6b8-c2df62fe0a57,| Branded as a follower of the Absolute |
BREWER_CREATURE,8d76358a-70fe-4ea1-9a16-4f27ddab06e2,8d76358a-70fe-4ea1-169a-274fabdde206,
BUGBEAR,dc18a33a-bdd1-41be-8ad5-e6fca917b54e,dc18a33a-bdd1-41be-d58a-fce617a94eb5,Species tag for bugbears
BULETTE,06c1ef36-dac6-4224-8320-d4d38f84897f,06c1ef36-dac6-4224-2083-d3d4848f7f89,
CAMBION,79563753-c1e4-4f3a-93a7-4aad1f3ab46e,79563753-c1e4-4f3a-a793-ad4a3a1f6eb4,Subtype Tag for cambions
CAMPSUPPLIES,14e17bf7-a466-404a-b097-29642492a2b2,14e17bf7-a466-404a-97b0-64299224b2a2,Any item with this tag will get added to the camp supplies if added to a player's inventory
CANBEBLINDED,e19f68ed-0c16-425e-92d3-3fbd5d3c58a0,e19f68ed-0c16-425e-d392-bd3f3c5da058,Marks an item to be able to be BLINDED.
CANBECALMED,e3a622d6-e9f3-4925-9650-7a3e6fefee6c,e3a622d6-e9f3-4925-5096-3e7aef6f6cee,Marks an item to be able to be CALMED.
CANCAST_FIND_DOG_FAMILIAR,4fe9c7b8-2f74-4467-901e-00be49468c9f,4fe9c7b8-2f74-4467-1e90-be0046499f8c,
CANDLE,489adf86-3f6c-4e2f-b3e8-7d30d3908896,489adf86-3f6c-4e2f-e8b3-307d90d39688,|This item is a candle|
CANT_SHOVE_THROW,43a3d567-8e45-4257-ab62-4543fc1bbbf2,43a3d567-8e45-4257-62ab-43451bfcf2bb,
CANTLOSEEYE,b5de40c5-edec-43a7-a918-1d85c13232de,b5de40c5-edec-43a7-18a9-851d32c1de32,This character only has one functioning eye.
CANTSPEAK,693d950b-2617-43ac-8e3c-2ff5fda7f956,693d950b-2617-43ac-3c8e-f52fa7fd56f9,|A character that does not possess natural speaking abilities (e.g. animals% intellect devourers% possibly also silenced characters% ...)|
CAT,a7d28634-e3bf-40c3-8d8c-e1daf4acad74,a7d28634-e3bf-40c3-8c8d-dae1acf474ad,Species tag
CELESTIAL,7cba0bd7-b955-4ac9-95ba-79e75978d9ac,7cba0bd7-b955-4ac9-ba95-e7797859acd9,Type Tag for celestial-type monsters
CHARLATAN,07925e5b-af3d-4743-a565-b9fee04c24ac,07925e5b-af3d-4743-65a5-feb94ce0ac24,|You know what makes people tick% and you use this to your advantage. You are a master of deception and schemes.|
CHARMED_ADV,ada75891-25ff-4bdc-9a11-ad32de62a961,ada75891-25ff-4bdc-119a-32ad62de61a9,Advantage on rolls against charm statuses
CHASM_IMMUNE,1063224a-a5ab-41b1-b309-0ac730e4e8ce,1063224a-a5ab-41b1-09b3-c70ae430cee8,
CHASM_IMMUNE_FLY,8803503b-64e0-49dd-ba5b-0c4f2c5cc0b5,8803503b-64e0-49dd-5bba-4f0c5c2cb5c0,
CHASM_IMMUNE_SWIM,b7018e56-3185-4dde-8605-48bd9e782969,b7018e56-3185-4dde-0586-bd48789e6929,
CHEESE,8d0976b4-1019-4095-adf6-60f1216cb2dc,8d0976b4-1019-4095-f6ad-f1606c21dcb2,Food Tag
CHICKEN,0fc0e733-c539-4d4d-b0cb-fef6d666ba9b,0fc0e733-c539-4d4d-cbb0-f6fe66d69bba,Species tag
CHOSENOFBOOOAL,8e4a646f-7ec2-49bb-974e-d2cc34e9b525,8e4a646f-7ec2-49bb-4e97-ccd2e93425b5,
CIVIL_RACE,be87fe94-657b-49fd-bec5-1348119018c7,be87fe94-657b-49fd-c5be-48139011c718,Tag that make to logic about Playable Races 
CIVILIAN,71120d5d-3853-46e4-9762-33f59aa6b4ae,71120d5d-3853-46e4-6297-f533a69aaeb4,Generic Behaviours
CLERIC,1671b4bf-4f47-4bb7-9cb9-80bb1f6009d5,1671b4bf-4f47-4bb7-b99c-bb80601fd509,|A priestly champion who wields divine magic in service of a higher power.|
CLERIC_BAHAMUT,28ee4ac1-86a3-490e-ab02-7085bd7c56d6,28ee4ac1-86a3-490e-02ab-85707cbdd656,Player or NPC is cleric of Bane.
CLERIC_BANE,178016d5-e3d3-44bd-8aa5-6ac3d1c61e6c,178016d5-e3d3-44bd-a58a-c36ac6d16c1e,Player or NPC is cleric of Bane.
CLERIC_BHAAL,b03d4a89-bba7-45a4-a89d-a132ddd75637,b03d4a89-bba7-45a4-9da8-32a1d7dd3756,Player or NPC is cleric of Bhaal.
CLERIC_CORELLONLARETHIAN,ca4e5850-139e-4b52-9d5e-553e33ff082a,ca4e5850-139e-4b52-5e9d-3e55ff332a08,Player or NPC is cleric of Corellon Larethian.
CLERIC_EILISTRAEE,c4749983-8bb9-4aa5-bf18-afd9cb1ce915,c4749983-8bb9-4aa5-18bf-d9af1ccb15e9,Player is a cleric of EIlistraee.
CLERIC_EVIL,aa9f126f-ac9a-48d9-a128-1394fae8f4e8,aa9f126f-ac9a-48d9-28a1-9413e8fae8f4,Player is a cleric of an evil-aligned deity
CLERIC_GARLGLITTERGOLD,67bd28cc-9cf4-4c64-9213-8d26fbe27e1b,67bd28cc-9cf4-4c64-1392-268de2fb1b7e,Player or NPC is cleric of Garl Glittergold.
CLERIC_GOOD,64dc9d31-db7a-418e-bbbe-6f5b4d32608f,64dc9d31-db7a-418e-bebb-5b6f324d8f60,Player is a cleric of a good-aligned deity
